name,price,currency,quality,purchase_URL,image_URL
1088,0.0307,ETH,4,https://tokentrove.com/GodsUnchainedCards/1088-4,https://card.godsunchained.com/?id=1088&q=4&w=512&png=true
1089,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1089-4,https://card.godsunchained.com/?id=1089&q=4&w=512&png=true
109,133.25,ETH,1,https://tokentrove.com/GodsUnchainedCards/109-1,https://card.godsunchained.com/?id=109&q=1&w=512&png=true
109,6.15,ETH,2,https://tokentrove.com/GodsUnchainedCards/109-2,https://card.godsunchained.com/?id=109&q=2&w=512&png=true
109,0.7278,ETH,3,https://tokentrove.com/GodsUnchainedCards/109-3,https://card.godsunchained.com/?id=109&q=3&w=512&png=true
109,0.1025,ETH,4,https://tokentrove.com/GodsUnchainedCards/109-4,https://card.godsunchained.com/?id=109&q=4&w=512&png=true
1090,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1090-4,https://card.godsunchained.com/?id=1090&q=4&w=512&png=true
1091,0.2152,ETH,4,https://tokentrove.com/GodsUnchainedCards/1091-4,https://card.godsunchained.com/?id=1091&q=4&w=512&png=true
1092,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1092-4,https://card.godsunchained.com/?id=1092&q=4&w=512&png=true
1093,0.0092,ETH,4,https://tokentrove.com/GodsUnchainedCards/1093-4,https://card.godsunchained.com/?id=1093&q=4&w=512&png=true
1094,0.041,ETH,4,https://tokentrove.com/GodsUnchainedCards/1094-4,https://card.godsunchained.com/?id=1094&q=4&w=512&png=true
1095,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1095-4,https://card.godsunchained.com/?id=1095&q=4&w=512&png=true
1096,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1096-4,https://card.godsunchained.com/?id=1096&q=4&w=512&png=true
1097,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1097-4,https://card.godsunchained.com/?id=1097&q=4&w=512&png=true
1098,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1098-4,https://card.godsunchained.com/?id=1098&q=4&w=512&png=true
1099,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1099-4,https://card.godsunchained.com/?id=1099&q=4&w=512&png=true
11,384.375,ETH,1,https://tokentrove.com/GodsUnchainedCards/11-1,https://card.godsunchained.com/?id=11&q=1&w=512&png=true
11,92.25,ETH,2,https://tokentrove.com/GodsUnchainedCards/11-2,https://card.godsunchained.com/?id=11&q=2&w=512&png=true
11,5.535,ETH,3,https://tokentrove.com/GodsUnchainedCards/11-3,https://card.godsunchained.com/?id=11&q=3&w=512&png=true
11,1.0148,ETH,4,https://tokentrove.com/GodsUnchainedCards/11-4,https://card.godsunchained.com/?id=11&q=4&w=512&png=true
110,5.125,ETH,1,https://tokentrove.com/GodsUnchainedCards/110-1,https://card.godsunchained.com/?id=110&q=1&w=512&png=true
110,1.025,ETH,2,https://tokentrove.com/GodsUnchainedCards/110-2,https://card.godsunchained.com/?id=110&q=2&w=512&png=true
110,0.0687,ETH,3,https://tokentrove.com/GodsUnchainedCards/110-3,https://card.godsunchained.com/?id=110&q=3&w=512&png=true
110,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/110-4,https://card.godsunchained.com/?id=110&q=4&w=512&png=true
1100,0.5843,ETH,4,https://tokentrove.com/GodsUnchainedCards/1100-4,https://card.godsunchained.com/?id=1100&q=4&w=512&png=true
1101,0.7165,ETH,4,https://tokentrove.com/GodsUnchainedCards/1101-4,https://card.godsunchained.com/?id=1101&q=4&w=512&png=true
1102,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1102-4,https://card.godsunchained.com/?id=1102&q=4&w=512&png=true
1103,0.3793,ETH,4,https://tokentrove.com/GodsUnchainedCards/1103-4,https://card.godsunchained.com/?id=1103&q=4&w=512&png=true
1104,0.3997,ETH,4,https://tokentrove.com/GodsUnchainedCards/1104-4,https://card.godsunchained.com/?id=1104&q=4&w=512&png=true
1105,0.0195,ETH,4,https://tokentrove.com/GodsUnchainedCards/1105-4,https://card.godsunchained.com/?id=1105&q=4&w=512&png=true
1106,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1106-4,https://card.godsunchained.com/?id=1106&q=4&w=512&png=true
1107,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1107-4,https://card.godsunchained.com/?id=1107&q=4&w=512&png=true
1108,2.2755,ETH,4,https://tokentrove.com/GodsUnchainedCards/1108-4,https://card.godsunchained.com/?id=1108&q=4&w=512&png=true
1109,1.1982,ETH,4,https://tokentrove.com/GodsUnchainedCards/1109-4,https://card.godsunchained.com/?id=1109&q=4&w=512&png=true
111,306.475,ETH,1,https://tokentrove.com/GodsUnchainedCards/111-1,https://card.godsunchained.com/?id=111&q=1&w=512&png=true
111,7.0725,ETH,2,https://tokentrove.com/GodsUnchainedCards/111-2,https://card.godsunchained.com/?id=111&q=2&w=512&png=true
111,0.9225,ETH,3,https://tokentrove.com/GodsUnchainedCards/111-3,https://card.godsunchained.com/?id=111&q=3&w=512&png=true
111,0.0922,ETH,4,https://tokentrove.com/GodsUnchainedCards/111-4,https://card.godsunchained.com/?id=111&q=4&w=512&png=true
1110,15.3648,ETH,4,https://tokentrove.com/GodsUnchainedCards/1110-4,https://card.godsunchained.com/?id=1110&q=4&w=512&png=true
1111,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1111-4,https://card.godsunchained.com/?id=1111&q=4&w=512&png=true
1112,0.04,ETH,4,https://tokentrove.com/GodsUnchainedCards/1112-4,https://card.godsunchained.com/?id=1112&q=4&w=512&png=true
1113,0.0502,ETH,4,https://tokentrove.com/GodsUnchainedCards/1113-4,https://card.godsunchained.com/?id=1113&q=4&w=512&png=true
1114,1.5375,ETH,4,https://tokentrove.com/GodsUnchainedCards/1114-4,https://card.godsunchained.com/?id=1114&q=4&w=512&png=true
1115,5.5862,ETH,4,https://tokentrove.com/GodsUnchainedCards/1115-4,https://card.godsunchained.com/?id=1115&q=4&w=512&png=true
1116,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1116-4,https://card.godsunchained.com/?id=1116&q=4&w=512&png=true
1117,0.082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1117-4,https://card.godsunchained.com/?id=1117&q=4&w=512&png=true
1118,0.0502,ETH,4,https://tokentrove.com/GodsUnchainedCards/1118-4,https://card.godsunchained.com/?id=1118&q=4&w=512&png=true
1119,0.0513,ETH,4,https://tokentrove.com/GodsUnchainedCards/1119-4,https://card.godsunchained.com/?id=1119&q=4&w=512&png=true
112,30.75,ETH,1,https://tokentrove.com/GodsUnchainedCards/112-1,https://card.godsunchained.com/?id=112&q=1&w=512&png=true
112,1.5375,ETH,2,https://tokentrove.com/GodsUnchainedCards/112-2,https://card.godsunchained.com/?id=112&q=2&w=512&png=true
112,0.0513,ETH,3,https://tokentrove.com/GodsUnchainedCards/112-3,https://card.godsunchained.com/?id=112&q=3&w=512&png=true
112,0.0021,ETH,4,https://tokentrove.com/GodsUnchainedCards/112-4,https://card.godsunchained.com/?id=112&q=4&w=512&png=true
1120,0.041,ETH,4,https://tokentrove.com/GodsUnchainedCards/1120-4,https://card.godsunchained.com/?id=1120&q=4&w=512&png=true
1121,0.0307,ETH,4,https://tokentrove.com/GodsUnchainedCards/1121-4,https://card.godsunchained.com/?id=1121&q=4&w=512&png=true
